proc_rea,NOME_PROC,CO_FINANCIAMENTO,FONTE,VALIDO,VALOR_2020,VALOR_2021,VALOR_2022
0303160012,TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO,06,SIH,ATUA,166.08,166.08,166.08
0303160020,TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL,06,SIH,ATUA,224.97,224.97,224.97
0303160039,TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL,06,SIH,ATUA,262.54,262.54,262.54
0303160047,TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO,06,SIH,ATUA,262.54,262.54,262.54
0303160055,TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL,06,SIH,ATUA,778.02,778.02,778.02
0303160063,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL,06,SIH,ATUA,482.45,482.45,482.45
0303160071,TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO,06,SIH,ATUA,170.35,170.35,170.35
0303170018,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM PSIQUIATRIA,06,SIH,2012,55,55,55
0303170026,TRATAMENTO DA INTOXICACAO AGUDA  EM USUARIOS DE ALCOOL E OUTRAS DROGAS,06,SIH,2012,130,130,130
0303170034,TRATAMENTO DA SINDROME DE ABSTINENCIA DO ALCOOL EM SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO INTEGRAL AOS USUARIOS DE ALCOOL EM OUTRAS DROGAS (POR DIA),06,SIH,2012,70,70,70
0303170042,TRATAMENTO DE DEPENDENCIA DO ALCOOL EM SERVICO HOSPITALAR DE REFERENCIA PARA A ATENCAO INTEGRAL AOS USUARIOS DE ALCOOL E OUTRAS DROGAS (POR DIA),06,SIH,2012,65,65,65
0303170050,TRATAMENTO DE SINDROME DE ABSTINENCIA POR USO PREJUDICIAL DE ALCOOL E DROGAS,06,SIH,2012,31.77,31.77,31.77
0303170069,TRATAMENTO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDOS AO USO DE SUBSTANCIAS PSICOATIVAS,06,SIH,2012,31.77,31.77,31.77
0303170077,TRATAMENTO EM PSIQUIATRIA (CLASSIFICACAO PT GM 251/02),06,SIH,2011,26.91,26.91,26.91
0303170085,TRATAMENTO EM PSIQUIATRIA  - EM HOSPITAL GERAL (POR DIA),06,SIH,2012,56,56,56
0303170093,TRATAMENTO EM PSIQUIATRIA (POR DIA),06,SIH,ATUA,26.91,26.91,26.91
0303170107,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA,06,SIH,ATUA,39.88,39.88,39.88
0303170115,TRATAMENTO A PACIENTES QUE FAZEM USO DE COCAÍNA E DERIVADOS EM HOSPITAL DE REFERÊNCIA PARA ATENÇÃO INTEGRAL AOS USUÁRIOS DE ÁLCOOL E OUTRAS DROGAS- POR DIA,04,SIH,2012,112,112,112
0303170123,TRATAMENTO DE PACIENTES QUE FAZEM USO DE COCAÍNA E DERIVADOS COM COMORBIDADE EM HOSPITAL DE REFERÊNCIA PARA ATENÇÃO INTEGRAL AOS USUÁRIOS DE ÁLCOOL E OUTRAS DROGAS - POR DIA,04,SIH,2012,112,112,112
0303170131,TRATAMENTO CLÍNICO EM SAÚDE MENTAL EM SITUAÇÃO DE RISCO ELEVADO DE SUICÍDIO.,06,SIH,ATUA,57,57,57
0303170140,TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO,06,SIH,ATUA,57,57,57
0303170158,"TRATAMENTO CLÍNICO PARA AVALIAÇÃO DIAGNÓSTICA E ADEQUAÇÃO TERAPÊUTICA, INCLUINDO NECESSIDADES DE SAÚDE DECORRENTES DO USO DE ÁLCOOL E OUTRAS DROGAS",06,SIH,ATUA,57,57,57
0303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL,06,SIH,ATUA,57,57,57
0303170174,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE CRACK.,06,SIH,ATUA,57,57,57
0303170182,TRATAMENTO CLÍNICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTÂNCIAS PSICOATIVAS,06,SIH,ATUA,57,57,57
0303170190,TRATAMENTO EM PSIQUIATRIA DE CURTA PERMANENCIA POR DIA (PERMANENCIA ATÉ 90 DIAS),06,SIH,ATUA,26.91,26.91,26.91
0303170204,TRATAMENTO EM PSIQUIATRIA POR DIA (COM DURAÇÃO SUPERIOR A 90 DIAS DE INTERNAÇÃO OU REINTERNAÇÃO ANTES DE 30 DIAS),06,SIH,ATUA,26.91,26.91,26.91
0303180013,TRATAMENTO DE AFECÇÕES ASSOCIADAS AO HIV/AIDS,06,NÃO,ATUA,0,0,0
0303180030,TRATAMENTO DE AFECÇÕES DO APARELHO DIGESTIVO EM HIV/AIDS,06,SIH,ATUA,293.59,293.59,293.59
0303180048,TRATAMENTO DE AFECÇÕES DO SISTEMA NERVOSO EM HIV/AIDS,06,SIH,ATUA,606.69,606.69,606.69
0303180056,TRATAMENTO DE AFECÇÕES DO SISTEMA RESPIRATÓRIO EM HIV/AIDS,06,SIH,ATUA,573.25,573.25,573.25
0303180064,TRATAMENTO DE DOENÇAS DISSEMINADAS EM AIDS,06,SIH,ATUA,507.07,507.07,507.07
0303180072,TRATAMENTO DE HIV / AIDS,06,SIH,ATUA,23.45,23.45,23.45
0303190019,TRATAMENTO EM REABILITACAO,06,SIH,ATUA,43.04,43.04,43.04
0304010014,BETATERAPIA DÉRMICA (POR CAMPO),06,SIA,2019,6.27,6.27,6.27
0304010022,BETATERAPIA OFTÁLMICA (POR CAMPO),06,SIA,2019,23,23,23
0304010030,BETATERAPIA PARA PROFILAXIA DE PTERÍGIO (POR CAMPO),06,SIA,2019,23,23,23
0304010049,BRAQUITERAPIA,06,SIH,2019,2000,2000,2000
0304010057,BRAQUITERAPIA COM FIOS DE IRIDIUM,06,SIH,2019,2500,2500,2500
0304010065,BRAQUITERAPIA COM IODO 125 / OURO 198,06,SIH,2019,2500,2500,2500
0304010073,BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR INSERÇÃO),06,SIA,2019,1000,1000,1000
0304010081,VERIFICAÇÂO POR IMAGEM EM RADIOTERAPIA,06,SIA,2019,30,30,30
0304010090,COBALTOTERAPIA (POR CAMPO),06,SIA,2019,30,30,30
0304010103,IMPLANTAÇÃO DE HALO PARA RADIOCIRURGIA,06,SIA,2019,35,35,35
0304010111,INTERNACAO P/ RADIOTERAPIA EXTERNA (COBALTOTERAPIA / ACELERADOR LINEAR),06,SIH,ATUA,23.08,23.08,23.08
0304010120,IRRADIACAO DE CORPO INTEIRO PRÉ-TRANSPLANTE DE MEDULA ÓSSEA,06,SIA,2019,375,375,375
0304010138,IRRADIAÇÃO DE MEIO CORPO,06,SIA,2019,126.72,126.72,126.72
0304010146,IRRADIAÇÃO DE PELE TOTAL,06,SIA,2019,132,132,132
0304010154,MÁSCARA / IMOBILIZAÇÃO PERSONALIZADA (POR TRATAMENTO),06,SIA,2019,65,65,65
0304010162,MOLDAGEM EM COLO E/OU CORPO DO UTERO,06,SIH,2019,2000,2000,2000
0304010170,NARCOSE DE CRIANÇA (POR PROCEDIMENTO),06,SIA,ATUA,22,22,22
0304010189,PLANEJAMENTO COMPLEXO (POR TRATAMENTO),06,SIA,2019,120,120,120
0304010197,PLANEJAMENTO DE BRAQUITERAPIA DE ALTA TAXA DE DOSE (POR TRATAMENTO),06,SIA,2019,120,120,120
0304010200,PLANEJAMENTO SIMPLES (POR TRATAMENTO),06,SIA,2019,60,60,60
0304010219,RADIOCIRURGIA - UM ISOCENTRO,06,SIA,2019,5000,5000,5000
0304010227,RADIOCIRURGIA POR GAMA-KNIFE - HUM ISOCENTRO,04,SIA,2010,5000,5000,5000
0304010235,RADIOTERAPIA DE DOENÇA OU CONDIÇÃO BENIGNA (POR CAMPO),06,SIA,2019,6.27,6.27,6.27
0304010243,RADIOTERAPIA ESTEREOTÁXICA FRACIONADA,06,SIA,2019,5000,5000,5000
0304010251,RADIOTERAPIA P/ PROFILAXIA DE QUELOIDE (POR CAMPO),06,SIA,2008,2.2,2.2,2.2
0304010260,ROENTGENTERAPIA (POR CAMPO),06,SIA,2019,25,25,25
0304010278,ROENTGENTERAPIA PROFUNDA 150-500 KV (POR CAMPO-MAXIMO DE 30 POR AREA),06,SIA,2008,6.27,6.27,6.27
0304010286,RADIOTERAPIA COM ACELERADOR LINEAR SÓ DE FÓTONS (POR CAMPO),06,SIA,2019,30,30,30
0304010294,RADIOTERAPIA COM ACELERADOR LINEAR DE FÓTONS E ELÉTRONS (POR CAMPO),06,SIA,2019,35,35,35
0304010308,COLIMAÇÃO PERSONALIZADA,06,SIA,2019,52,52,52
0304010316,PLANEJAMENTO TRIDIMENSIONAL (POR TRATAMENTO).,06,SIA,2019,480,480,480
0304010324,MOLDAGEM/IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO),06,SIH,2019,737.63,737.63,737.63
0304010332,MOLDAGEM/IMPLANTE EM PELE/MUCOSA (POR TRATAMENTO COMPLETO),06,SIH,2019,737.63,737.63,737.63
0304010340,NARCOSE PARA BRAQUITERAPIA (POR PROCEDIMENTO),06,SIA,ATUA,22,22,22
0304010359,INTERNAÇÃO PARA RADIOTERAPIA ESTEREOTÁXICA DO SISTEMA NERVOSO CENTRAL,06,SIH,ATUA,23.08,23.08,23.08
0304010367,RADIOTERAPIA DE CABEÇA E PESCOÇO,06,SIA,ATUA,4168,4168,4168
0304010375,RADIOTERAPIA DO APARELHO DIGESTIVO,06,SIA,ATUA,4148,4148,4148
0304010383,"RADIOTERAPIA DE TRAQUEIA, BRÔNQUIO, PULMÃO, PLEURA E MEDIASTINO",06,SIA,ATUA,3563,3563,3563
0304010391,RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES,06,SIA,ATUA,3118,3118,3118
0304010405,RADIOTERAPIA DE PELE,06,SIA,ATUA,2310,2310,2310
0304010413,RADIOTERAPIA DE MAMA,06,SIA,ATUA,5904,5904,5904
0304010421,RADIOTERAPIA DE CÂNCER GINECOLÓGICO,06,SIA,ATUA,4608,4608,4608
0304010430,BRAQUITERAPIA GINECOLÓGICA,06,SIA,ATUA,4150,4150,4150
0304010448,RADIOTERAPIA DE PÊNIS,06,SIA,ATUA,4630,4630,4630
0304010456,RADIOTERAPIA DE PRÓSTATA,06,SIA,ATUA,5838,5838,5838
0304010464,BRAQUITERAPIA DE PRÓSTATA,06,SIA,ATUA,5838,5838,5838
0304010472,RADIOTERAPIA DO APARELHO URINÁRIO,06,SIA,ATUA,4093,4093,4093
0304010480,RADIOTERAPIA DE OLHOS E ANEXOS,06,SIA,ATUA,3273,3273,3273
0304010499,BRAQUITERAPIA OFTÁLMICA,06,SIH,ATUA,9500,9500,9500
0304010502,RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL,06,SIA,ATUA,3278,3278,3278
0304010510,RADIOTERAPIA ESTEREOTÁXICA,06,SIA,ATUA,5035,5035,5035
0304010529,RADIOTERAPIA DE METÁSTASE EM SISTEMA NERVOSO CENTRAL,06,SIA,ATUA,2439,2439,2439
0304010537,RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METÁSTASES EM OUTRAS LOCALIZAÇÕES,06,SIA,ATUA,1729,1729,1729
0304010545,RADIOTERAPIA DE CADEIA LINFÁTICA,06,SIA,ATUA,4168,4168,4168
0304010553,RADIOTERAPIA DE LINFOMA E LEUCEMIA,06,SIA,ATUA,3159,3159,3159
0304010561,RADIOTERAPIA EM CORPO INTEIRO,06,SIA,ATUA,1729,1729,1729
0304010570,RADIOTERAPIA DE QUELOIDE E GINECOMASTIA,06,SIA,ATUA,953,953,953
0304010588,RADIOTERAPIA DE DOENÇA BENIGNA,06,SIA,ATUA,593,593,593
0304010596,INTERNAÇÃO PARA BRAQUITERAPIA,06,SIH,ATUA,23.08,23.08,23.08
0304020010,QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANÇADO -1ª LINHA,06,SIA,ATUA,2224,2224,2224
0304020028,QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANÇADO - 2ª LINHA,06,SIA,ATUA,2224,2224,2224
0304020036,HORMONIOTERAPIA DO ADENOCARCINOMA DE ENDOMÉTRIO AVANÇADO,06,SIA,ATUA,427.5,427.5,427.5
0304020044,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTÔMAGO AVANÇADO,06,SIA,ATUA,571.5,571.5,571.5
0304020052,QUIMIOTERAPIA DO ADENOCARCINOMA DE PÂNCREAS AVANÇADO,06,SIA,ATUA,1986,1986,1986
0304020060,HORMONIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA AVANÇADO - 2ª LINHA,06,SIA,ATUA,147.1,147.1,147.1
0304020079,HORMONIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA AVANÇADO - 1ª LINHA,06,SIA,ATUA,301.5,301.5,301.5
0304020087,QUIMIOTERAPIA DO ADENOCARCINOMA DE PRÓSTATA RESISTENTE A HORMONIOTERAPIA,06,SIA,ATUA,1062.65,1062.65,1062.65
0304020095,QUIMIOTERAPIA DO CARCINOMA DE RETO AVANÇADO -1ª LINHA,06,SIA,ATUA,2224,2224,2224
0304020109,QUIMIOTERAPIA DO CARCINOMA DE RETO AVANÇADO - 2ª LINHA,06,SIA,ATUA,2224,2224,2224
0304020117,QUIMIOTERAPIA DO APUDOMA/TUMOR NEUROENDÓCRINO AVANÇADO,06,SIA,ATUA,1062.65,1062.65,1062.65
0304020125,QUIMIOTERAPIA DO CARCINOMA DE ADRENAL AVANÇADO,06,SIA,ATUA,1300,1300,1300
0304020133,QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO -1ª LINHA,06,SIA,ATUA,1700,1700,1700
0304020141,QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO - 2ª LINHA,06,SIA,ATUA,2378.9,2378.9,2378.9
0304020150,QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE AVANÇADO,06,SIA,ATUA,571.5,571.5,571.5
0304020168,QUIMIOTERAPIA DO CARCINOMA DE RIM AVANÇADO,06,SIA,ATUA,571.5,571.5,3311.5
0304020176,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DE ESÔFAGO AVANÇADO,06,SIA,ATUA,571.5,571.5,571.5
0304020184,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DO COLO OU DO CORPO UTERINO AVANÇADO,06,SIA,ATUA,571.5,571.5,571.5
0304020192,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE CANAL ANAL/ MARGEM ANAL AVANÇADO,06,SIA,ATUA,800,800,800
0304020206,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE CABEÇA E PESCOÇO AVANÇADO,06,SIA,ATUA,800,800,800
0304020214,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CÉLULAS NÃO PEQUENAS AVANÇADO,06,SIA,ATUA,1100,1100,1100
0304020222,QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CÉLULAS PEQUENAS AVANÇADO,06,SIA,ATUA,1100,1100,1100
0304020230,QUIMIOTERAPIA DO MELANOMA MALIGNO AVANÇADO,06,SIA,ATUA,1080,1080,1080
0304020249,QUIMIOTERAPIA DE METÁSTASE DE ADENOCARCINOMA DE ORIGEM DESCONHECIDA,06,SIA,ATUA,571.5,571.5,571.5
0304020257,QUIMIOTERAPIA DE METÁSTASE DE CARCINOMA EPIDERMÓIDE/CARCINOMA NEUROENDOCRINO DE ORIGEM DESCONHECIDA,06,SIA,ATUA,800,800,800
0304020265,QUIMIOTERAPIA DE METÁSTASE DE NEOPLASIA MALIGNA INDIFERENCIADA DE ORIGEM DESCONHECIDA,06,SIA,ATUA,1062.65,1062.65,1062.65
0304020273,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DE TUBA UTERINA AVANÇADA -1ª LINHA.,06,SIA,ATUA,1450,1450,1450
0304020281,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DE TUBA UTERINA AVANÇADA - 2ª LINHA),06,SIA,ATUA,1450,1450,1450
0304020290,QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES AVANÇADO,06,SIA,ATUA,800,800,800
0304020303,QUIMIOTERAPIA DE SARCOMA ÓSSEO AVANÇADO,06,SIA,ATUA,800,800,800
0304020311,QUIMIOTERAPIA DO TUMOR DO ESTROMA GASTROINTESTINAL AVANÇADO,06,SIA,ATUA,17,17,17
0304020320,QUIMIOTERAPIA DE TUMOR DO SISTEMA NERVOSO CENTRAL AVANÇADO,06,SIA,ATUA,800,800,800
0304020338,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO - 2ª LINHA,06,SIA,ATUA,301.5,301.5,301.5
0304020346,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANÇADO- 1ª LINHA,06,SIA,ATUA,79.75,79.75,79.75
0304020354,HORMONIOTERAPIA DE CANCER DE MAMA RECEPTOR POSITIVO  (2ª LINHA),06,SIA,2010,147.1,147.1,147.1
0304020362,QUIMIOTERAPIA DO CARCINOMA DE TIREOIDE AVANÇADO,06,SIA,ATUA,427.5,427.5,427.5
0304020370,QUIMIOTERAPIA DO CARCINOMA DE PÊNIS AVANÇADO,06,SIA,ATUA,800,800,800
0304020389,QUIMIOTERAPIA DE CARCINOMA DO FÍGADO OU DO TRATO BILIAR AVANÇADO,06,SIA,ATUA,571.5,571.5,571.5
0304020397,QUIMIOTERAPIA DE NEOPLASIA MALIGNA DO TIMO AVANÇADA,06,SIA,ATUA,571.5,571.5,571.5
0304020400,QUIMIOTERAPIA DE CARCINOMA UROTELIAL AVANÇADO,06,SIA,ATUA,1300,1300,1300
0304020419,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO  1ª LINHA,06,SIA,ATUA,1700,1700,1700
0304020427,MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO  1ª LINHA,06,SIA,ATUA,34,34,34
0304020435,POLIQUIMIOTERAPIA COM DUPLO ANTI HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO 1ª LINHA,06,SIA,ATUA,1700,1700,1700
0304020443,QUIMIOTERAPIA COM DUPLO ANTI-HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO  1ª LINHA,06,SIA,ATUA,34.1,34.1,34.1
0304030015,QUIMIOTERAPIA DE DOENÇA LINFOPROLIFERATIVA RARA -1ª LINHA.,06,SIA,ATUA,640,640,640
0304030023,QUIMIOTERAPIA DE DOENÇA LINFOPROLIFERATIVA RARA - 2ª LINHA,06,SIA,ATUA,640,640,640
0304030031,QUIMIOTERAPIA DE DOENÇA MIELOPROLIFERATIVA RARA - 1ª LINHA,06,SIA,ATUA,150,150,150
0304030040,QUIMIOTERAPIA DE DOENÇA MIELOPROLIFERATIVA RARA - 2ª LINHA.,06,SIA,ATUA,1800,1800,1800
0304030058,QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 1ª LINHA.,06,SIA,ATUA,407.5,407.5,407.5
0304030066,QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 2ª LINHA.,06,SIA,ATUA,1800,1800,1800
0304030074,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA QUALQUER FASE - CONTROLE SANGÜINEO,06,SIA,ATUA,80.75,80.75,80.75
0304030082,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE BLÁSTICA - MARCADOR POSITIVO - 2ª LINHA.,06,SIA,ATUA,85,85,85
0304030090,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE BLASTICA - MARCADOR POSITIVO - SEM FASE CRÔNICA OU DE TRANSFORMAÇÃO ANTERIOR (1ª LINHA).,06,SIA,ATUA,17,17,17
0304030104,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE BLÁSTICA - MARCADOR POSITIVO-3ª LINHA,06,SIA,ATUA,1736.2,1736.2,1736.2
0304030112,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE CRÔNICA - MARCADOR POSITIVO - 1ª LINHA.,06,SIA,ATUA,17,17,17
0304030120,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE CRÔNICA - MARCADOR POSITIVO - 3ª LINHA,06,SIA,ATUA,2535.5,2535.5,2535.5
0304030139,QUMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE DE TRANSFORMAÇÃO - MARCADOR POSITIVO - 3ª LINHA,06,SIA,ATUA,1401.2,1401.2,1401.2
0304030147,QUIMIOTERAPIA DA LEUCEMIA MIELÓIDE CRÔNICA EM FASE DE TRANSFORMAÇÃO - MARCADOR POSITIVO - 2ªLINHA,06,SIA,ATUA,17,17,17
0304030155,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE DE TRANSFORMAÇÃO - MARCADOR POSITIVO - SEM FASE CRONICA ANTERIOR (1ª LINHA),06,SIA,ATUA,17,17,17
0304030163,QUIMIOTERAPIA DE LINFOMA NÃO HODGKIN DE BAIXO GRAU DE MALIGNIDADE (1ª LINHA),06,SIA,ATUA,640,640,640
0304030171,QUIMIOTERAPIA DE LINFOMA NÃO HODGKIN DE BAIXO GRAU DE MALIGNIDADE - 2ªLINHA,06,SIA,ATUA,1080,1080,1080
0304030180,QUIMIOTERAPIA DE NEOPLASIA DE CÉLULAS PLASMÁTICAS - 1ª LINHA.,06,SIA,ATUA,427.5,427.5,427.5
0304030198,QUIMIOTERAPIA DE NEOPLASIA DE CÉLULAS PLASMÁTICAS - 2ª LINHA.,06,SIA,ATUA,1715.6,1715.6,1715.6
0304030201,QUIMIOTERAPIA DA TRICOLEUCEMIA - 2ª LINHA,06,SIA,ATUA,2250,2250,2250
0304030210,QUIMIOTERAPIA DE TRICOLEUCEMIA - 1ªLINHA.,06,SIA,ATUA,5700,5700,5700
0304030228,QUIMIOTERAPIA DE LEUCEMIA MIELÓIDE CRÔNICA EM FASE CRÔNICA - MARCADOR POSITIVO - 2ª LINHA,06,SIA,ATUA,17,17,17
0304030236,QUIMIOTERAPIA DE LINFOMA FOLICULAR- 1ª LINHA,06,SIA,ATUA,640,640,640
0304030244,QUIMIOTERAPIA DE LINFOMA FOLICULAR - 2ª LINHA,06,SIA,ATUA,1080,1080,1080
0304030252,QUIMIOTERAPIA DE MIELOMA MÚLTIPLO  1ª LINHA,04,SIA,ATUA,#NULL!,5224.65,5224.65
0304030260,QUIMIOTERAPIA DE MIELOMA MÚLTIPLO  2ª LINHA,04,SIA,ATUA,#NULL!,5224.65,5224.65
0304040010,QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (PRÉVIA),06,SIA,ATUA,571.5,571.5,571.5
0304040029,QUIMIOTERAPIA DO CARCINOMA DE MAMA (PRÉVIA),06,SIA,ATUA,1400,1400,1400
0304040037,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO III - 2 ª LINHA,06,SIA,2010,2378.9,2378.9,2378.9
0304040045,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DO COLO UTERINO,06,SIA,ATUA,1300,1300,1300
0304040053,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE RETO/ CANAL ANAL/ MARGEM ANAL,06,SIA,ATUA,800,800,800
0304040061,QUIMIOTERAPIA DO CARCINOMA EPIDERMÓIDE DE SEIO PARA-NASAL/ LARINGE / HIPOFARINGE/ OROFARINGE /CAVIDADE ORAL,06,SIA,ATUA,1300,1300,1300
0304040070,QUIMIOTERAPIA DO CARCINOMA DE BEXIGA,06,SIA,ATUA,1300,1300,1300
0304040088,QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE,06,SIA,ATUA,1300,1300,1300
0304040096,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CÉLULAS NÃO PEQUENAS (PRÉVIA),06,SIA,ATUA,1100,1100,1100
0304040100,QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CÉLULAS PEQUENAS (PRÉVIA),06,SIA,ATUA,1100,1100,1100
0304040118,QUIMIOTERAPIA DE CARCINOMA EPIDERMÓIDE / ADENOCARCINOMA DE ESÔFAGO,06,SIA,ATUA,1300,1300,1300
0304040126,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE VULVA,06,SIA,ATUA,1300,1300,1300
0304040134,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DA TUBA UTERINA - 2ª LINHA,06,SIA,ATUA,1450,1450,1450
0304040142,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVÁRIO OU DA TUBA UTERINA - 1ª LINHA,06,SIA,ATUA,1450,1450,1450
0304040150,QUIMIOTERAPIA DE OSTEOSSARCOMA - 2ª LINHA.,06,SIA,ATUA,8064.5,8064.5,8064.5
0304040169,QUIMIOTERAPIA DE SARCOMA ÓSSEO / OSTEOSSARCOMA - 1ª LINHA,06,SIA,ATUA,1447.7,1447.7,1447.7
0304040177,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTÔMAGO (PRÉ-OPERATÓRIA),06,SIA,ATUA,1300,1300,1300
0304040185,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTÁDIO III (PRÉVIA),06,SIA,ATUA,1400,1400,1400
0304040193,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO III (PRÉVIA),06,SIA,ATUA,79.75,79.75,79.75
0304040207,HORMONIOTERAPIA PRÉVIA À RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PRÓSTATA,06,SIA,ATUA,301.5,301.5,301.5
0304050016,QUIMIOTERAPIA INTRA-VESICAL,06,SIA,ATUA,1300,1300,1300
0304050024,QUIMIOTERAPIA DE ADENOCARCINOMA DE CÓLON,06,SIA,ATUA,2224,2224,2224
0304050032,QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (ADJUVANTE),06,SIA,ATUA,427.5,427.5,427.5
0304050040,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO I,06,SIA,ATUA,79.75,79.75,79.75
0304050059,TRATAMENTO DE CANCER DE MAMA C/ COMPROMETIMENTO DE 4 OU MAIS LINFONODOS POR QUIMIOTERAPIA - EM PACIENTE DE RISCO CARDIACO ELEVADO (ESTADIO II),06,SIA,2008,571.5,571.5,571.5
0304050067,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO III,06,SIA,ATUA,800,800,800
0304050075,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTÁDIO II,06,SIA,ATUA,800,800,800
0304050083,TRATAMENTO DE CANCER DE MAMA RECEPTOR POSITIVO C/ COMPROMETIMENTO DE 4 OU MAIS LINFONODOS  POR HORMONIOTERAPIA (ESTADIO II ),06,SIA,2008,79.75,79.75,79.75
