codigo_procedimento_sigtap;codigo_sha;ds_sha_pt
204030153;HC.4.2 ;Exames de imagem e métodos gráficos
204030161;HC.4.2 ;Exames de imagem e métodos gráficos
204030170;HC.4.2 ;Exames de imagem e métodos gráficos
204030188;HC.4.2 ;Exames de imagem e métodos gráficos
204040019;HC.4.2 ;Exames de imagem e métodos gráficos
204040027;HC.4.2 ;Exames de imagem e métodos gráficos
204040035;HC.4.2 ;Exames de imagem e métodos gráficos
204040043;HC.4.2 ;Exames de imagem e métodos gráficos
204040051;HC.4.2 ;Exames de imagem e métodos gráficos
204040060;HC.4.2 ;Exames de imagem e métodos gráficos
204040078;HC.4.2 ;Exames de imagem e métodos gráficos
204040086;HC.4.2 ;Exames de imagem e métodos gráficos
204040094;HC.4.2 ;Exames de imagem e métodos gráficos
204040108;HC.4.2 ;Exames de imagem e métodos gráficos
204040116;HC.4.2 ;Exames de imagem e métodos gráficos
204040124;HC.4.2 ;Exames de imagem e métodos gráficos
204050014;HC.4.2 ;Exames de imagem e métodos gráficos
204050022;HC.4.2 ;Exames de imagem e métodos gráficos
204050030;HC.4.2 ;Exames de imagem e métodos gráficos
204050049;HC.4.2 ;Exames de imagem e métodos gráficos
204050057;HC.4.2 ;Exames de imagem e métodos gráficos
204050065;HC.4.2 ;Exames de imagem e métodos gráficos
204050073;HC.4.2 ;Exames de imagem e métodos gráficos
204050081;HC.4.2 ;Exames de imagem e métodos gráficos
204050090;HC.4.2 ;Exames de imagem e métodos gráficos
204050103;HC.4.2 ;Exames de imagem e métodos gráficos
204050111;HC.4.2 ;Exames de imagem e métodos gráficos
204050120;HC.4.2 ;Exames de imagem e métodos gráficos
204050138;HC.4.2 ;Exames de imagem e métodos gráficos
204050146;HC.4.2 ;Exames de imagem e métodos gráficos
204050154;HC.4.2 ;Exames de imagem e métodos gráficos
204050162;HC.4.2 ;Exames de imagem e métodos gráficos
204050170;HC.4.2 ;Exames de imagem e métodos gráficos
204050189;HC.4.2 ;Exames de imagem e métodos gráficos
204060010;HC.4.2 ;Exames de imagem e métodos gráficos
204060028;HC.4.2 ;Exames de imagem e métodos gráficos
204060036;HC.4.2 ;Exames de imagem e métodos gráficos
204060044;HC.4.2 ;Exames de imagem e métodos gráficos
204060052;HC.4.2 ;Exames de imagem e métodos gráficos
204060060;HC.4.2 ;Exames de imagem e métodos gráficos
204060079;HC.4.2 ;Exames de imagem e métodos gráficos
204060087;HC.4.2 ;Exames de imagem e métodos gráficos
204060095;HC.4.2 ;Exames de imagem e métodos gráficos
204060109;HC.4.2 ;Exames de imagem e métodos gráficos
204060117;HC.4.2 ;Exames de imagem e métodos gráficos
204060125;HC.4.2 ;Exames de imagem e métodos gráficos
204060133;HC.4.2 ;Exames de imagem e métodos gráficos
204060141;HC.4.2 ;Exames de imagem e métodos gráficos
204060150;HC.4.2 ;Exames de imagem e métodos gráficos
204060168;HC.4.2 ;Exames de imagem e métodos gráficos
204060176;HC.4.2 ;Exames de imagem e métodos gráficos
205010016;HC.4.2 ;Exames de imagem e métodos gráficos
205010024;HC.4.2 ;Exames de imagem e métodos gráficos
205010032;HC.4.2 ;Exames de imagem e métodos gráficos
205010040;HC.4.2 ;Exames de imagem e métodos gráficos
205010059;HC.4.2 ;Exames de imagem e métodos gráficos
205020011;HC.4.2 ;Exames de imagem e métodos gráficos
205020020;HC.4.2 ;Exames de imagem e métodos gráficos
205020038;HC.4.2 ;Exames de imagem e métodos gráficos
205020046;HC.4.2 ;Exames de imagem e métodos gráficos
205020054;HC.4.2 ;Exames de imagem e métodos gráficos
205020062;HC.4.2 ;Exames de imagem e métodos gráficos
205020070;HC.4.2 ;Exames de imagem e métodos gráficos
205020089;HC.4.2 ;Exames de imagem e métodos gráficos
205020097;HC.4.2 ;Exames de imagem e métodos gráficos
205020100;HC.4.2 ;Exames de imagem e métodos gráficos
205020119;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
205020127;HC.4.2 ;Exames de imagem e métodos gráficos
205020135;HC.4.2 ;Exames de imagem e métodos gráficos
205020143;HC.4.2 ;Exames de imagem e métodos gráficos
205020151;HC.4.2 ;Exames de imagem e métodos gráficos
205020160;HC.4.2 ;Exames de imagem e métodos gráficos
205020178;HC.4.2 ;Exames de imagem e métodos gráficos
205020186;HC.6.3 ;Programas para detecção precoce de doenças
205020194;HC.4.2 ;Exames de imagem e métodos gráficos
205020208;HC.4.2 ;Exames de imagem e métodos gráficos
205020216;HC.4.2 ;Exames de imagem e métodos gráficos
206010010;HC.4.2 ;Exames de imagem e métodos gráficos
206010028;HC.4.2 ;Exames de imagem e métodos gráficos
206010036;HC.4.2 ;Exames de imagem e métodos gráficos
206010044;HC.4.2 ;Exames de imagem e métodos gráficos
206010052;HC.4.2 ;Exames de imagem e métodos gráficos
206010060;HC.4.2 ;Exames de imagem e métodos gráficos
206010079;HC.4.2 ;Exames de imagem e métodos gráficos
206010087;HC.4.2 ;Exames de imagem e métodos gráficos
206010095;HC.4.2 ;Exames de imagem e métodos gráficos
206020015;HC.4.2 ;Exames de imagem e métodos gráficos
206020023;HC.4.2 ;Exames de imagem e métodos gráficos
206020031;HC.4.2 ;Exames de imagem e métodos gráficos
206020040;HC.4.2 ;Exames de imagem e métodos gráficos
206030010;HC.4.2 ;Exames de imagem e métodos gráficos
206030029;HC.4.2 ;Exames de imagem e métodos gráficos
206030037;HC.4.2 ;Exames de imagem e métodos gráficos
207010013;HC.4.2 ;Exames de imagem e métodos gráficos
207010021;HC.4.2 ;Exames de imagem e métodos gráficos
207010030;HC.4.2 ;Exames de imagem e métodos gráficos
207010048;HC.4.2 ;Exames de imagem e métodos gráficos
207010056;HC.4.2 ;Exames de imagem e métodos gráficos
207010064;HC.4.2 ;Exames de imagem e métodos gráficos
207010072;HC.4.2 ;Exames de imagem e métodos gráficos
207020019;HC.4.2 ;Exames de imagem e métodos gráficos
207020027;HC.4.2 ;Exames de imagem e métodos gráficos
207020035;HC.4.2 ;Exames de imagem e métodos gráficos
207020043;HC.4.2 ;Exames de imagem e métodos gráficos
207020051;HC.4.2 ;Exames de imagem e métodos gráficos
207030014;HC.4.2 ;Exames de imagem e métodos gráficos
207030022;HC.4.2 ;Exames de imagem e métodos gráficos
207030030;HC.4.2 ;Exames de imagem e métodos gráficos
207030049;HC.4.2 ;Exames de imagem e métodos gráficos
208010017;HC.4.2 ;Exames de imagem e métodos gráficos
208010025;HC.4.2 ;Exames de imagem e métodos gráficos
208010033;HC.4.2 ;Exames de imagem e métodos gráficos
208010041;HC.4.2 ;Exames de imagem e métodos gráficos
208010050;HC.4.2 ;Exames de imagem e métodos gráficos
208010068;HC.4.2 ;Exames de imagem e métodos gráficos
208010076;HC.4.2 ;Exames de imagem e métodos gráficos
208010084;HC.4.2 ;Exames de imagem e métodos gráficos
208010092;HC.4.2 ;Exames de imagem e métodos gráficos
208020012;HC.4.2 ;Exames de imagem e métodos gráficos
208020020;HC.4.2 ;Exames de imagem e métodos gráficos
208020039;HC.4.2 ;Exames de imagem e métodos gráficos
208020047;HC.4.2 ;Exames de imagem e métodos gráficos
208020055;HC.4.2 ;Exames de imagem e métodos gráficos
208020063;HC.4.2 ;Exames de imagem e métodos gráficos
208020071;HC.4.2 ;Exames de imagem e métodos gráficos
208020080;HC.4.2 ;Exames de imagem e métodos gráficos
208020098;HC.4.2 ;Exames de imagem e métodos gráficos
208020101;HC.4.2 ;Exames de imagem e métodos gráficos
208020110;HC.4.2 ;Exames de imagem e métodos gráficos
208020128;HC.4.2 ;Exames de imagem e métodos gráficos
208030018;HC.4.2 ;Exames de imagem e métodos gráficos
208030026;HC.4.2 ;Exames de imagem e métodos gráficos
208030034;HC.4.2 ;Exames de imagem e métodos gráficos
208030042;HC.4.2 ;Exames de imagem e métodos gráficos
208030050;HC.4.2 ;Exames de imagem e métodos gráficos
208040013;HC.4.2 ;Exames de imagem e métodos gráficos
208040021;HC.4.2 ;Exames de imagem e métodos gráficos
208040030;HC.4.2 ;Exames de imagem e métodos gráficos
208040048;HC.4.2 ;Exames de imagem e métodos gráficos
208040056;HC.4.2 ;Exames de imagem e métodos gráficos
208040064;HC.4.2 ;Exames de imagem e métodos gráficos
208040072;HC.4.2 ;Exames de imagem e métodos gráficos
208040080;HC.4.2 ;Exames de imagem e métodos gráficos
208040099;HC.4.2 ;Exames de imagem e métodos gráficos
208040102;HC.4.2 ;Exames de imagem e métodos gráficos
208050019;HC.4.2 ;Exames de imagem e métodos gráficos
208050027;HC.4.2 ;Exames de imagem e métodos gráficos
208050035;HC.4.2 ;Exames de imagem e métodos gráficos
208050043;HC.4.2 ;Exames de imagem e métodos gráficos
208060014;HC.4.2 ;Exames de imagem e métodos gráficos
208060022;HC.4.2 ;Exames de imagem e métodos gráficos
208060030;HC.4.2 ;Exames de imagem e métodos gráficos
208070010;HC.4.2 ;Exames de imagem e métodos gráficos
208070028;HC.4.2 ;Exames de imagem e métodos gráficos
208070036;HC.4.2 ;Exames de imagem e métodos gráficos
208070044;HC.4.2 ;Exames de imagem e métodos gráficos
208080015;HC.4.2 ;Exames de imagem e métodos gráficos
208080023;HC.4.2 ;Exames de imagem e métodos gráficos
208080031;HC.4.2 ;Exames de imagem e métodos gráficos
208080040;HC.4.2 ;Exames de imagem e métodos gráficos
208090010;HC.4.2 ;Exames de imagem e métodos gráficos
208090029;HC.4.2 ;Exames de imagem e métodos gráficos
208090037;HC.4.2 ;Exames de imagem e métodos gráficos
209010010;HC.4.2 ;Exames de imagem e métodos gráficos
209010029;HC.4.2 ;Exames de imagem e métodos gráficos
209010037;HC.4.2 ;Exames de imagem e métodos gráficos
209010045;HC.4.2 ;Exames de imagem e métodos gráficos
209010053;HC.4.2 ;Exames de imagem e métodos gráficos
209010061;HC.4.2 ;Exames de imagem e métodos gráficos
209020016;HC.4.2 ;Exames de imagem e métodos gráficos
209030011;HC.4.2 ;Exames de imagem e métodos gráficos
209040017;HC.4.2 ;Exames de imagem e métodos gráficos
209040025;HC.4.2 ;Exames de imagem e métodos gráficos
209040033;HC.4.2 ;Exames de imagem e métodos gráficos
209040041;HC.4.2 ;Exames de imagem e métodos gráficos
209040050;HC.4.2 ;Exames de imagem e métodos gráficos
210010010;HC.4.2 ;Exames de imagem e métodos gráficos
210010029;HC.4.2 ;Exames de imagem e métodos gráficos
210010037;HC.4.2 ;Exames de imagem e métodos gráficos
210010045;HC.4.2 ;Exames de imagem e métodos gráficos
210010053;HC.4.2 ;Exames de imagem e métodos gráficos
210010061;HC.4.2 ;Exames de imagem e métodos gráficos
210010070;HC.4.2 ;Exames de imagem e métodos gráficos
210010088;HC.4.2 ;Exames de imagem e métodos gráficos
210010096;HC.4.2 ;Exames de imagem e métodos gráficos
210010100;HC.4.2 ;Exames de imagem e métodos gráficos
210010118;HC.4.2 ;Exames de imagem e métodos gráficos
210010126;HC.4.2 ;Exames de imagem e métodos gráficos
210010134;HC.4.2 ;Exames de imagem e métodos gráficos
210010142;HC.4.2 ;Exames de imagem e métodos gráficos
210010150;HC.4.2 ;Exames de imagem e métodos gráficos
210010169;HC.4.2 ;Exames de imagem e métodos gráficos
210010177;HC.4.2 ;Exames de imagem e métodos gráficos
210010185;HC.4.2 ;Exames de imagem e métodos gráficos
210010193;HC.4.2 ;Exames de imagem e métodos gráficos
210010207;HC.4.2 ;Exames de imagem e métodos gráficos
210020016;HC.4.2 ;Exames de imagem e métodos gráficos
211010014;HC.4.2 ;Exames de imagem e métodos gráficos
211010022;HC.4.2 ;Exames de imagem e métodos gráficos
211010030;HC.4.2 ;Exames de imagem e métodos gráficos
211010049;HC.4.2 ;Exames de imagem e métodos gráficos
211020010;HC.4.2 ;Exames de imagem e métodos gráficos
211020028;HC.4.2 ;Exames de imagem e métodos gráficos
211020036;HC.4.2 ;Exames de imagem e métodos gráficos
211020044;HC.4.2 ;Exames de imagem e métodos gráficos
211020052;HC.4.2 ;Exames de imagem e métodos gráficos
211020060;HC.4.2 ;Exames de imagem e métodos gráficos
211020079;HC.4.2 ;Exames de imagem e métodos gráficos
211030015;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030023;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030031;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030040;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030058;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030066;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030074;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030082;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211030090;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211040010;HC.4.2 ;Exames de imagem e métodos gráficos
211040029;HC.4.2 ;Exames de imagem e métodos gráficos
211040037;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
211040045;HC.4.2 ;Exames de imagem e métodos gráficos
211040053;HC.4.2 ;Exames de imagem e métodos gráficos
211040061;HC.4.2 ;Exames de imagem e métodos gráficos
211050016;HC.4.2 ;Exames de imagem e métodos gráficos
211050024;HC.4.2 ;Exames de imagem e métodos gráficos
211050032;HC.4.2 ;Exames de imagem e métodos gráficos
211050040;HC.4.2 ;Exames de imagem e métodos gráficos
211050059;HC.4.2 ;Exames de imagem e métodos gráficos
211050067;HC.4.2 ;Exames de imagem e métodos gráficos
211050075;HC.4.2 ;Exames de imagem e métodos gráficos
211050083;HC.4.2 ;Exames de imagem e métodos gráficos
211050091;HC.4.2 ;Exames de imagem e métodos gráficos
211050105;HC.4.2 ;Exames de imagem e métodos gráficos
211050113;HC.4.2 ;Exames de imagem e métodos gráficos
211050121;HC.4.2 ;Exames de imagem e métodos gráficos
211050130;HC.4.2 ;Exames de imagem e métodos gráficos
211050148;HC.4.2 ;Exames de imagem e métodos gráficos
211050156;HC.4.2 ;Exames de imagem e métodos gráficos
211060011;HC.4.2 ;Exames de imagem e métodos gráficos
211060020;HC.4.2 ;Exames de imagem e métodos gráficos
211060038;HC.4.2 ;Exames de imagem e métodos gráficos
211060046;HC.4.2 ;Exames de imagem e métodos gráficos
211060054;HC.4.2 ;Exames de imagem e métodos gráficos
211060062;HC.4.2 ;Exames de imagem e métodos gráficos
211060070;HC.4.2 ;Exames de imagem e métodos gráficos
211060089;HC.4.2 ;Exames de imagem e métodos gráficos
211060097;HC.4.2 ;Exames de imagem e métodos gráficos
211060100;HC.4.2 ;Exames de imagem e métodos gráficos
211060119;HC.4.2 ;Exames de imagem e métodos gráficos
211060127;HC.4.2 ;Exames de imagem e métodos gráficos
211060135;HC.4.2 ;Exames de imagem e métodos gráficos
211060143;HC.4.2 ;Exames de imagem e métodos gráficos
211060151;HC.4.2 ;Exames de imagem e métodos gráficos
211060160;HC.4.2 ;Exames de imagem e métodos gráficos
211060178;HC.4.2 ;Exames de imagem e métodos gráficos
211060186;HC.4.2 ;Exames de imagem e métodos gráficos
211060194;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211060208;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211060216;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211060224;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211060232;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211060240;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211060259;HC.4.2 ;Exames de imagem e métodos gráficos
211060267;HC.4.2 ;Exames de imagem e métodos gráficos
211060275;HC.1.3.1 ;Atenção curativa ambulatorial básica
211060283;HC.4.2 ;Exames de imagem e métodos gráficos
211070017;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070025;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070033;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070041;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070050;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070068;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070076;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070084;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070092;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070106;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070114;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070122;HC.4.2 ;Exames de imagem e métodos gráficos
211070130;HC.4.2 ;Exames de imagem e métodos gráficos
211070149;HC.4.2 ;Exames de imagem e métodos gráficos
211070157;HC.4.2 ;Exames de imagem e métodos gráficos
211070165;HC.4.2 ;Exames de imagem e métodos gráficos
211070173;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070181;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070190;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070203;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070211;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070220;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070238;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070246;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070254;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070262;HC.4.2 ;Exames de imagem e métodos gráficos
211070270;HC.4.2 ;Exames de imagem e métodos gráficos
211070289;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070297;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070300;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070319;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070327;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070335;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070343;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070351;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070360;HC.1.3.1 ;Atenção curativa ambulatorial básica
211070378;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070386;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070394;HC.4.2 ;Exames de imagem e métodos gráficos
211070408;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211070416;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211080012;HC.4.2 ;Exames de imagem e métodos gráficos
211080020;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
211080039;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
211080047;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
211080055;HC.4.2 ;Exames de imagem e métodos gráficos
211080063;HC.4.2 ;Exames de imagem e métodos gráficos
211080071;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211080080;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211090018;HC.4.2 ;Exames de imagem e métodos gráficos
211090026;HC.1.3.1 ;Atenção curativa ambulatorial básica
211090034;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211090042;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211090050;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211090069;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211090077;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211100013;HC.4.9 ;Outras atividades complementares ao diagnostico e tratamento
211120014;HC.4.2 ;Exames de imagem e métodos gráficos
211120022;HC.4.2 ;Exames de imagem e métodos gráficos
212010018;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
212010026;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
212010034;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
212010042;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
212010050;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
212010069;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
212020013;HC.5.9 ;Atividades complementares à obtenção de produtos médicos e tecidos humanos
212020021;HC.5.9 ;Atividades complementares à obtenção de produtos médicos e tecidos humanos
212020030;HC.5.9 ;Atividades complementares à obtenção de produtos médicos e tecidos humanos
212020048;HC.5.9 ;Atividades complementares à obtenção de produtos médicos e tecidos humanos
212020056;HC.1.1 ;Atenção curativa em regime de internação
212020064;HC.5.9 ;Atividades complementares à obtenção de produtos médicos e tecidos humanos
213010011;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010020;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010038;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010046;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010054;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010062;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010070;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010089;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010097;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010100;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010119;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010127;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010135;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010143;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010151;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010160;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010178;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010186;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010194;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010208;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010216;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010224;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010232;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010240;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010259;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010267;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010275;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010283;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010291;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010305;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010313;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010321;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010330;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010348;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010356;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010364;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010372;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010380;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010399;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010402;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010410;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010429;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010437;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010445;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010453;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010461;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010470;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010488;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010496;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010500;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010518;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010526;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010534;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010542;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010550;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010569;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010577;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010585;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010593;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010607;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010615;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010623;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010631;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010640;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010658;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010666;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010674;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010682;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010690;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010704;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213010712;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020017;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020025;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020033;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020041;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020050;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020068;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020076;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
213020084;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010015;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010023;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010031;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010040;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010058;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010066;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010074;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010082;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010090;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010104;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010112;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010120;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
214010139;HC.4.1 ;Exames laboratoriais clinicos e anatomopatologicos
301010013;HC.1.3.1 ;Atenção curativa ambulatorial básica
301010021;HC.1.3.1 ;Atenção curativa ambulatorial básica
301010030;HC.1.3.1 ;Atenção curativa ambulatorial básica
301010048;HC.1.3.3 ;Atenção ambulatorial especializada
301010056;HC.1.3.1 ;Atenção curativa ambulatorial básica
301010064;HC.1.3.1 ;Atenção curativa ambulatorial básica
301010072;HC.1.3.3 ;Atenção ambulatorial especializada
301010080;HC.6.4 ;Programas de monitoramento de populações saudáveis
301010099;HC.1.3.1 ;Atenção curativa ambulatorial básica
301010102;HC.1.3.3 ;Atenção ambulatorial especializada
301010110;HC.6.4 ;Programas de monitoramento de populações saudáveis
301010129;HC.6.4 ;Programas de monitoramento de populações saudáveis
301010137;HC.1.4 ;Atenção curativa domiciliar
